N,P,K,temperature,humidity,ph,rainfall,label
6.4,16.2,15.8,24.07,96.6,7.04,106.84,Orange
20.0,18.5,12.5,16.76,95.48,7.69,125.82,Orange
17.7,13.3,7.8,23.15,93.77,7.17,104.52,Orange
14.7,17.2,8.9,19.45,90.85,7.1,110.82,Orange
17.2,21.3,11.8,23.31,89.55,7.03,116.72,Orange
17.1,13.6,11.3,19.37,90.43,7.33,95.17,Orange
19.8,12.6,8.3,19.25,96.84,6.3,119.75,Orange
13.2,16.4,5.5,27.61,90.31,7.03,134.96,Orange
21.6,15.1,19.9,26.01,92.5,6.97,107.81,Orange
26.8,18.6,9.6,22.79,89.94,7.29,93.46,Orange
21.4,14.2,9.0,23.35,94.73,6.92,109.4,Orange
24.0,22.9,10.3,22.06,90.58,6.58,77.03,Orange
25.5,10.8,9.3,24.51,91.91,7.0,115.45,Orange
26.2,21.0,10.4,20.77,87.15,6.57,117.18,Orange
29.4,12.9,13.9,25.78,87.36,6.23,135.53,Orange
17.5,8.8,9.6,22.04,92.22,7.29,107.49,Orange
16.4,17.0,6.5,21.54,88.22,7.23,116.53,Orange
23.9,15.0,9.5,22.87,98.52,7.19,97.48,Orange
23.5,11.6,8.6,21.03,86.02,7.52,105.05,Orange
23.9,9.3,14.3,23.79,89.8,6.73,87.52,Orange
29.4,16.0,13.5,21.19,92.25,6.43,107.48,Orange
20.1,19.9,10.3,24.21,91.1,6.97,105.82,Orange
22.1,18.3,6.2,26.45,88.89,6.86,114.89,Orange
15.1,16.2,6.3,20.64,89.33,6.66,101.05,Orange
30.7,17.9,10.0,22.41,89.23,6.97,111.65,Orange
18.3,15.9,11.0,24.18,91.34,6.76,105.4,Orange
18.5,10.3,8.9,21.49,98.06,6.27,105.43,Orange
18.3,10.3,8.6,24.19,92.43,6.82,111.61,Orange
16.8,15.2,8.2,24.47,95.75,6.55,111.01,Orange
16.4,15.4,9.9,26.05,93.72,7.09,121.82,Orange
17.4,19.4,5.0,20.98,95.54,6.74,108.59,Orange
13.2,19.0,6.7,19.97,83.8,7.44,105.15,Orange
16.1,18.4,8.1,21.88,91.29,7.64,107.69,Orange
29.7,14.9,13.6,19.9,96.12,7.27,99.68,Orange
23.7,10.5,7.6,24.49,90.48,6.38,105.0,Orange
24.6,17.6,10.5,19.31,97.49,7.6,140.87,Orange
25.9,18.1,10.7,29.8,96.65,7.63,96.71,Orange
29.2,6.4,13.9,26.69,90.79,7.01,106.22,Orange
11.1,12.7,13.8,22.84,90.69,7.53,104.59,Orange
13.9,13.2,9.8,25.4,89.16,6.78,106.69,Orange
16.0,16.5,8.6,17.89,90.31,6.25,105.43,Orange
17.7,12.8,8.0,30.37,88.5,6.7,114.59,Orange
18.5,15.8,9.3,21.03,93.49,7.69,84.75,Orange
17.8,15.2,8.7,22.44,87.83,6.4,125.96,Orange
55.1,67.2,40.2,34.69,93.08,7.0,152.81,Papaya
40.1,45.8,44.5,38.74,92.17,6.98,122.24,Papaya
31.8,56.7,49.1,29.77,96.29,6.62,127.43,Papaya
42.2,58.7,56.7,35.14,93.61,6.97,123.01,Papaya
48.1,59.1,52.8,38.14,89.88,5.79,139.83,Papaya
70.6,60.3,43.0,35.98,90.36,6.74,166.0,Papaya
54.3,63.3,49.2,36.2,94.45,7.04,142.5,Papaya
35.5,58.8,62.1,35.46,95.53,6.37,133.74,Papaya
44.5,56.4,50.7,37.6,94.06,6.37,112.09,Papaya
49.6,56.1,48.0,30.44,98.09,5.95,153.64,Papaya
52.0,54.7,53.0,29.54,97.31,7.34,126.99,Papaya
39.5,64.5,54.6,33.68,93.72,6.41,144.95,Papaya
48.9,54.5,47.3,27.22,89.88,6.8,135.52,Papaya
44.3,64.9,53.0,37.39,88.47,6.94,159.36,Papaya
41.2,59.1,48.0,37.36,91.24,7.3,139.46,Papaya
52.1,55.4,54.3,32.4,94.66,6.64,141.42,Papaya
56.2,63.3,51.0,32.59,97.88,6.48,152.31,Papaya
56.7,53.9,52.9,33.48,93.65,6.77,184.74,Papaya
54.6,63.5,45.4,33.86,95.91,7.21,160.37,Papaya
46.0,60.5,45.1,34.08,91.66,6.63,140.83,Papaya
55.7,54.8,55.7,35.37,94.27,6.32,142.66,Papaya
52.5,62.7,49.5,33.18,94.87,6.08,132.1,Papaya
51.1,62.8,51.7,36.53,86.46,6.21,123.6,Papaya
45.1,67.1,48.2,35.04,91.16,7.05,131.54,Papaya
46.0,65.8,55.4,31.88,95.25,6.57,127.16,Papaya
50.6,62.4,46.4,37.71,93.22,6.46,155.67,Papaya
69.5,51.1,49.2,29.63,88.81,6.41,121.18,Papaya
52.4,76.1,54.7,33.42,85.11,6.73,169.26,Papaya
45.1,49.2,57.0,36.6,91.3,6.6,157.64,Papaya
43.3,65.6,46.9,31.53,92.19,6.59,143.01,Papaya
46.1,62.0,61.8,34.63,89.75,7.24,142.61,Papaya
67.4,50.8,51.9,35.33,92.83,7.32,131.45,Papaya
46.8,58.1,43.7,31.12,93.92,6.06,148.0,Papaya
57.3,58.4,52.2,33.48,94.41,6.83,164.36,Papaya
47.0,68.1,47.7,33.23,85.33,6.39,128.54,Papaya
52.1,54.0,52.6,32.04,88.46,6.6,111.93,Papaya
56.3,57.2,49.7,40.61,91.49,6.82,156.66,Papaya
45.4,42.6,50.4,31.41,94.12,6.61,149.09,Papaya
44.9,71.1,44.5,36.71,93.87,6.79,120.2,Papaya
63.3,51.5,55.9,32.52,93.82,6.97,127.93,Papaya
57.9,61.3,43.1,30.44,91.25,6.82,125.42,Papaya
56.3,58.3,43.3,34.01,91.42,6.44,128.11,Papaya
56.3,58.3,52.2,35.65,90.22,6.45,136.13,Papaya
53.7,64.7,59.6,36.46,94.7,6.12,137.27,Papaya
66.1,70.7,47.9,38.39,89.64,6.36,129.58,Papaya
50.4,60.8,54.2,42.54,94.95,7.48,127.44,Papaya
54.6,63.6,56.4,34.45,93.02,6.38,138.02,Papaya
38.4,61.3,54.9,31.71,92.26,6.22,145.95,Papaya
43.4,66.1,48.1,35.06,90.43,6.83,136.27,Papaya
40.4,55.8,43.5,32.9,88.33,6.66,165.77,Papaya
60.2,66.5,36.8,36.48,90.46,6.62,152.76,Papaya
29.6,66.8,48.4,29.81,91.41,7.26,110.78,Papaya
46.8,66.6,57.1,40.81,85.29,6.92,153.07,Papaya
26.1,54.4,43.3,36.27,91.81,6.49,154.71,Papaya
43.3,57.8,54.2,28.65,95.17,6.53,133.91,Papaya
46.1,60.7,44.3,31.57,94.1,6.5,112.7,Papaya
61.1,49.4,50.6,36.15,90.91,7.05,142.76,Papaya
53.2,70.2,54.2,37.23,92.54,6.58,142.45,Papaya
43.3,58.9,46.0,29.88,90.73,5.98,120.17,Papaya
58.5,61.0,51.0,35.84,92.85,6.68,113.58,Papaya
50.1,55.0,47.5,27.86,97.02,6.09,140.85,Papaya
50.3,49.7,54.2,33.43,95.31,7.57,137.94,Papaya
40.4,54.8,51.4,37.04,93.96,6.31,134.25,Papaya
42.1,60.5,50.3,32.05,90.92,6.64,140.93,Papaya
43.4,63.7,59.4,29.18,94.65,6.8,120.54,Papaya
50.4,60.1,54.0,34.14,87.34,6.58,133.9,Papaya
50.6,61.4,45.9,31.89,91.64,6.58,153.27,Papaya
62.4,56.6,49.5,35.59,94.15,6.87,135.6,Papaya
53.1,62.5,49.5,31.04,94.62,7.31,109.16,Papaya
28.3,69.4,50.5,31.38,94.41,7.01,133.15,Papaya
52.1,63.9,65.1,27.64,93.28,7.29,121.2,Papaya
38.4,64.7,52.2,34.21,91.81,6.28,147.94,Papaya
42.3,61.1,37.8,33.22,94.01,6.83,148.98,Papaya
43.5,48.5,46.7,30.13,89.54,6.76,109.42,Papaya
44.7,51.7,38.4,34.28,89.87,6.84,157.78,Papaya
39.0,62.2,48.0,36.78,92.59,7.25,120.36,Papaya
51.6,58.9,38.1,33.05,92.92,6.61,173.78,Papaya
38.7,62.1,44.8,34.5,86.92,6.54,141.62,Papaya
52.9,70.7,40.9,34.52,93.77,6.91,117.67,Papaya
67.9,64.1,52.3,30.09,94.72,5.99,119.76,Papaya
39.4,67.8,50.0,39.87,92.17,6.61,149.56,Papaya
47.7,59.7,51.8,32.29,99.52,6.65,134.77,Papaya
29.8,53.3,49.4,35.67,90.35,6.33,140.67,Papaya
47.6,58.6,41.6,36.01,91.32,7.12,174.86,Papaya
55.1,53.4,53.1,33.28,91.21,6.28,128.62,Papaya
55.8,69.9,61.5,35.52,92.17,6.65,143.8,Papaya
50.6,64.5,52.5,34.44,91.41,6.82,171.0,Papaya
57.1,62.6,47.4,29.45,88.18,7.24,148.01,Papaya
70.4,67.7,41.4,32.7,90.76,6.7,110.47,Papaya
63.7,44.9,44.6,31.86,92.11,7.07,152.71,Papaya
45.8,63.1,52.7,32.31,96.09,6.98,119.34,Papaya
38.4,49.8,56.4,29.79,99.01,6.75,170.74,Papaya
46.8,58.9,51.6,37.08,96.41,6.26,126.14,Papaya
42.4,56.8,54.8,38.51,90.07,6.13,201.99,Papaya
53.6,63.6,54.2,36.63,90.31,6.74,171.95,Papaya
40.6,60.6,53.0,37.51,91.92,6.48,126.67,Papaya
49.4,68.4,46.0,32.67,97.75,7.07,143.0,Papaya
56.7,54.8,51.0,31.79,91.9,7.0,157.67,Papaya
49.2,64.0,44.9,31.36,88.42,6.63,158.27,Papaya
42.4,60.1,50.1,35.63,90.9,6.24,151.45,Papaya
28.3,16.3,38.0,26.1,94.83,6.01,179.87,Coconut
21.4,19.0,24.9,27.2,96.12,5.32,212.22,Coconut
20.2,13.0,28.9,30.36,90.77,5.94,160.43,Coconut
20.3,13.9,30.5,28.42,92.5,5.33,178.37,Coconut
26.3,19.0,25.2,24.14,94.43,6.04,194.38,Coconut
23.8,20.8,21.2,23.86,92.58,5.05,142.67,Coconut
23.5,14.5,28.9,27.27,92.76,5.16,253.11,Coconut
26.0,11.7,28.4,24.97,93.93,6.23,176.41,Coconut
11.7,30.1,28.1,28.7,96.42,5.68,179.25,Coconut
23.6,20.1,31.1,27.48,93.94,5.5,207.12,Coconut
23.1,15.9,37.1,27.73,97.5,6.41,198.57,Coconut
30.3,20.5,28.5,25.99,92.31,6.03,176.65,Coconut
14.4,16.5,30.9,30.88,91.67,6.25,178.95,Coconut
29.8,20.5,33.6,33.09,99.62,5.83,138.1,Coconut
22.4,17.6,32.8,26.84,93.16,6.97,161.79,Coconut
24.4,17.4,26.9,28.11,91.52,5.66,188.63,Coconut
30.4,16.5,30.5,27.59,90.44,6.6,186.8,Coconut
24.8,11.2,32.7,26.88,97.49,5.88,206.23,Coconut
24.0,24.8,24.4,25.74,93.95,5.24,172.69,Coconut
23.2,13.2,36.3,25.23,94.17,6.09,141.02,Coconut
19.6,11.6,37.2,25.13,94.4,6.03,202.12,Coconut
21.9,16.1,26.4,28.21,97.33,5.48,211.6,Coconut
18.4,13.2,31.0,26.36,94.35,5.53,198.16,Coconut
21.8,16.8,33.2,22.24,100.0,5.89,171.61,Coconut
10.3,19.8,27.3,28.29,95.13,6.04,201.81,Coconut
24.1,21.0,32.4,27.32,97.45,4.91,261.42,Coconut
21.4,20.3,30.8,30.09,96.81,6.32,178.58,Coconut
20.3,15.8,22.7,28.15,94.71,5.7,142.91,Coconut
23.1,17.2,32.3,24.44,93.33,5.37,161.04,Coconut
14.8,18.6,24.5,22.94,95.63,6.28,191.34,Coconut
31.6,10.0,34.7,25.96,96.08,5.89,135.58,Coconut
21.5,19.3,26.6,26.15,93.37,6.39,179.94,Coconut
21.3,11.2,29.2,29.29,95.22,6.08,185.21,Coconut
17.2,25.2,36.9,27.38,97.89,5.9,214.08,Coconut
22.1,15.4,32.5,29.67,99.97,5.84,208.45,Coconut
28.9,16.3,24.6,24.75,96.94,6.09,197.31,Coconut
27.2,13.9,24.9,29.33,99.46,5.73,121.63,Coconut
26.3,14.5,27.0,28.84,93.23,5.56,198.73,Coconut
24.7,26.1,32.0,23.36,96.55,6.14,193.34,Coconut
20.2,20.8,31.8,30.05,98.15,5.84,182.1,Coconut
14.7,10.8,25.8,27.59,92.56,5.91,132.44,Coconut
21.0,23.0,24.2,28.18,93.59,6.34,156.28,Coconut
20.8,21.8,31.4,25.67,99.14,5.85,146.53,Coconut
27.2,15.9,29.1,29.95,92.36,5.91,125.32,Coconut
23.5,18.2,40.8,25.03,91.45,5.66,175.63,Coconut
30.1,16.9,30.2,29.06,98.62,6.07,155.75,Coconut
28.0,24.9,39.1,29.04,97.79,6.04,241.33,Coconut
19.7,13.8,24.1,25.45,95.88,6.26,171.48,Coconut
13.0,17.6,22.1,31.37,94.69,5.67,208.04,Coconut
28.9,15.3,24.4,27.86,93.7,5.72,136.47,Coconut
28.8,11.3,35.9,28.71,95.5,6.22,162.45,Coconut
15.2,25.8,38.8,24.35,98.75,6.0,178.12,Coconut
29.5,12.3,26.1,31.64,95.4,5.54,153.0,Coconut
23.9,17.9,27.7,24.95,100.0,6.42,165.14,Coconut
22.8,10.0,24.2,29.45,92.56,5.22,170.25,Coconut
30.1,15.4,20.9,25.41,94.75,6.21,169.85,Coconut
28.7,18.7,33.6,26.16,93.87,5.39,222.08,Coconut
25.3,13.7,31.1,28.98,92.09,6.65,185.16,Coconut
24.4,19.3,30.1,29.46,94.42,5.28,187.69,Coconut
25.1,15.9,23.0,24.86,95.84,6.36,189.19,Coconut
20.0,21.6,38.2,29.58,96.11,5.87,191.02,Coconut
21.7,22.4,27.5,29.49,100.0,5.75,173.63,Coconut
17.5,14.7,32.7,25.52,95.96,5.97,167.68,Coconut
20.3,17.3,22.7,30.6,97.68,6.15,179.87,Coconut
20.2,17.7,29.0,24.49,94.97,5.54,204.62,Coconut
18.8,19.5,31.5,26.15,99.0,5.57,203.86,Coconut
22.7,17.1,31.6,28.36,100.0,6.16,169.69,Coconut
20.4,17.8,30.8,25.69,96.13,5.22,194.9,Coconut
24.5,16.0,32.5,27.93,92.32,5.67,170.84,Coconut
13.9,17.5,24.3,27.88,93.43,7.12,176.55,Coconut
21.4,22.2,31.0,27.03,95.5,5.51,163.86,Coconut
22.7,19.6,30.6,29.06,95.94,6.36,171.16,Coconut
20.4,19.8,31.2,26.94,96.55,5.67,209.23,Coconut
21.1,19.9,30.4,27.86,95.95,6.1,178.01,Coconut
14.1,16.4,23.6,29.69,94.82,6.16,179.08,Coconut
23.8,18.3,23.4,28.98,93.21,6.35,139.52,Coconut
25.2,12.7,18.9,28.97,95.8,5.82,167.97,Coconut
24.5,22.1,34.1,25.1,99.44,6.7,169.67,Coconut
27.2,5.9,34.1,28.45,97.35,5.66,154.97,Coconut
23.0,16.7,34.2,25.64,96.14,5.99,176.24,Coconut
24.4,21.6,31.5,24.84,97.37,6.0,164.97,Coconut
22.8,11.5,19.3,27.26,93.87,5.45,177.7,Coconut
25.4,18.6,24.9,25.59,93.53,5.79,178.74,Coconut
14.1,14.3,30.9,28.98,92.93,5.96,151.81,Coconut
17.5,15.5,30.7,29.03,94.49,5.73,165.73,Coconut
29.9,20.8,28.9,23.59,93.74,6.88,177.63,Coconut
9.7,17.8,31.8,25.74,97.82,5.56,205.31,Coconut
21.3,8.9,30.1,24.48,93.61,6.37,182.12,Coconut
27.9,13.1,30.6,26.47,92.79,6.24,159.15,Coconut
21.5,20.9,26.8,28.31,99.66,5.89,185.68,Coconut
20.0,18.8,34.9,26.92,93.67,5.55,218.39,Coconut
22.6,24.0,27.8,26.22,95.18,5.59,198.62,Coconut
20.2,23.7,23.3,30.0,95.93,5.69,189.39,Coconut
22.2,15.6,26.1,22.79,91.96,5.19,193.84,Coconut
18.6,27.0,28.3,29.87,97.89,5.5,211.7,Coconut
27.5,17.1,35.0,26.31,96.39,5.31,202.59,Coconut
29.1,13.1,29.8,27.24,98.7,6.44,189.87,Coconut
21.3,14.5,29.1,26.35,93.1,6.15,202.42,Coconut
15.1,8.0,23.8,30.49,95.05,6.21,148.66,Coconut
19.4,23.4,33.9,24.94,94.9,6.14,138.14,Coconut
119.6,37.6,21.7,21.77,77.06,6.94,79.64,Cotton
118.7,38.2,20.9,24.14,73.84,6.21,77.01,Cotton
112.6,45.6,23.1,28.54,76.09,7.88,79.7,Cotton
126.3,39.8,22.2,27.37,76.8,6.71,68.4,Cotton
99.4,38.9,22.9,26.27,81.89,7.2,58.09,Cotton
112.7,46.8,25.4,25.99,84.41,6.89,48.98,Cotton
113.2,34.0,23.5,25.75,73.91,6.58,78.43,Cotton
101.6,37.9,19.4,26.9,81.21,6.53,73.93,Cotton
132.9,62.4,15.5,22.86,75.09,7.53,70.26,Cotton
104.4,49.7,26.7,20.61,82.32,7.28,100.24,Cotton
112.1,40.0,19.0,24.17,77.31,7.68,67.51,Cotton
127.1,49.3,18.1,21.96,75.59,6.92,101.65,Cotton
124.5,50.5,13.1,21.36,83.0,7.02,104.76,Cotton
106.9,54.0,21.4,22.2,77.45,6.79,51.14,Cotton
124.8,45.0,20.6,30.21,78.54,6.79,81.79,Cotton
120.9,53.8,13.9,24.34,70.92,6.48,74.4,Cotton
141.3,29.7,21.8,24.9,83.59,6.93,36.72,Cotton
122.0,37.5,18.0,20.94,83.08,6.58,58.73,Cotton
116.6,47.3,30.8,19.39,79.82,7.08,92.02,Cotton
109.4,48.6,17.7,21.95,73.69,6.97,110.69,Cotton
110.6,38.7,18.3,27.6,84.64,7.02,93.94,Cotton
109.7,48.1,16.5,24.84,77.13,7.57,85.25,Cotton
131.7,41.0,25.1,25.5,77.99,6.88,80.08,Cotton
118.2,43.8,18.5,25.85,89.05,7.2,105.64,Cotton
123.7,54.2,17.1,22.52,76.99,7.72,112.62,Cotton
133.1,53.3,22.8,27.47,82.77,7.42,71.6,Cotton
94.4,38.0,14.5,22.42,82.05,7.36,50.4,Cotton
130.8,37.5,22.5,27.52,81.36,6.78,48.93,Cotton
118.6,42.7,27.1,25.11,80.93,6.99,100.23,Cotton
122.4,45.8,22.3,19.53,81.31,6.37,79.69,Cotton
109.7,40.7,22.6,22.13,80.89,7.1,83.15,Cotton
110.4,54.3,23.5,19.54,79.59,7.01,53.54,Cotton
122.9,48.8,26.8,26.91,85.85,6.91,69.1,Cotton
141.8,49.2,24.8,23.94,74.55,7.31,75.97,Cotton
128.0,35.9,21.8,18.43,83.89,6.42,83.52,Cotton
130.7,55.3,23.6,24.94,83.09,7.55,74.42,Cotton
116.1,23.4,16.5,22.66,82.59,7.26,64.84,Cotton
112.0,52.7,23.1,20.29,84.27,6.87,68.63,Cotton
110.2,53.5,16.0,28.19,79.43,6.84,98.52,Cotton
113.1,42.5,18.5,24.27,72.32,7.09,84.07,Cotton
97.5,56.2,7.7,23.27,79.51,7.51,89.58,Cotton
110.8,45.5,21.6,23.0,75.84,6.94,66.92,Cotton
112.4,46.5,17.4,20.22,76.87,6.96,36.09,Cotton
116.2,48.7,24.4,20.74,74.83,6.91,72.55,Cotton
119.3,71.5,21.6,27.21,77.89,7.61,67.4,Cotton
121.6,56.8,24.5,22.82,77.41,6.75,85.64,Cotton
117.9,51.6,15.7,24.06,70.29,6.89,129.69,Cotton
112.2,38.7,24.2,18.89,82.6,7.49,90.83,Cotton
98.4,47.1,28.4,20.7,88.68,6.96,121.44,Cotton
112.2,39.5,23.1,25.52,82.22,7.35,88.93,Cotton
108.3,52.6,23.2,24.94,78.99,6.54,70.95,Cotton
122.7,47.1,20.7,28.38,79.58,6.82,85.62,Cotton
127.1,37.0,17.9,27.36,78.12,7.49,107.11,Cotton
127.4,46.6,23.0,23.42,80.16,6.63,107.84,Cotton
125.6,39.2,14.0,25.18,79.65,6.84,71.77,Cotton
116.7,47.2,18.3,23.21,76.44,7.0,84.2,Cotton
112.8,39.1,12.9,29.14,86.53,6.5,58.96,Cotton
110.5,46.2,17.2,26.87,73.85,6.73,92.77,Cotton
102.9,52.0,22.6,24.42,82.67,6.95,103.7,Cotton
127.9,45.6,22.0,24.5,79.4,6.92,81.0,Cotton
116.3,42.9,20.2,27.61,87.4,7.41,70.39,Cotton
105.5,47.6,20.7,25.45,81.16,7.52,85.8,Cotton
109.7,51.6,12.5,27.9,78.36,6.56,86.66,Cotton
109.3,37.1,18.5,18.52,78.81,6.94,81.62,Cotton
118.4,48.1,17.3,25.15,79.96,7.17,83.08,Cotton
128.7,56.5,17.4,22.71,75.23,7.51,77.79,Cotton
114.5,50.6,22.4,28.39,76.73,7.19,95.34,Cotton
95.5,46.5,16.6,27.87,72.66,7.02,91.44,Cotton
116.1,51.1,17.6,24.08,76.11,7.17,65.65,Cotton
116.4,49.6,11.7,27.84,80.18,7.17,65.24,Cotton
115.8,52.0,18.8,28.46,81.0,6.53,76.58,Cotton
111.7,29.8,15.6,24.19,71.88,6.98,91.45,Cotton
120.2,33.6,20.3,30.18,79.25,7.48,82.62,Cotton
118.7,54.0,16.2,23.92,82.05,6.82,70.75,Cotton
117.8,34.0,20.4,23.46,79.15,6.95,84.32,Cotton
122.1,49.2,19.4,26.16,77.26,6.8,75.44,Cotton
113.7,43.2,26.7,23.12,78.15,5.97,93.61,Cotton
113.1,38.0,22.0,24.21,77.64,6.91,85.4,Cotton
131.8,48.8,12.6,27.52,77.25,7.02,75.67,Cotton
123.6,47.6,14.9,24.05,80.5,6.7,83.87,Cotton
126.3,62.9,20.2,19.76,89.03,6.44,100.13,Cotton
130.3,41.0,16.3,24.92,76.83,6.55,71.86,Cotton
123.3,57.5,8.1,22.26,78.53,7.21,86.44,Cotton
127.3,48.8,25.4,26.16,79.59,7.69,79.34,Cotton
102.2,40.7,22.9,25.74,77.05,7.45,86.8,Cotton
120.0,52.4,22.1,27.68,84.19,6.36,70.58,Cotton
116.2,50.5,17.6,26.27,70.32,7.24,82.06,Cotton
134.8,46.3,21.7,26.73,77.68,6.63,97.02,Cotton
127.3,48.1,17.2,22.33,83.07,6.67,66.34,Cotton
111.7,41.2,20.8,26.01,78.62,6.72,60.46,Cotton
121.7,39.4,16.3,28.92,76.52,7.18,61.03,Cotton
119.7,52.1,26.1,22.28,81.56,7.28,62.84,Cotton
122.5,44.2,13.7,28.5,83.43,6.86,89.33,Cotton
107.8,45.4,24.9,22.63,80.64,6.87,59.31,Cotton
121.6,48.2,20.2,21.87,76.6,7.09,75.93,Cotton
115.7,48.1,18.0,24.74,81.62,7.13,89.67,Cotton
120.8,34.6,20.7,25.79,78.19,7.37,86.65,Cotton
110.8,56.3,22.9,26.28,82.78,6.39,74.62,Cotton
112.1,47.0,25.5,21.6,85.73,6.91,83.26,Cotton
129.7,44.4,21.3,25.09,69.38,6.47,82.01,Cotton
75.8,29.7,33.0,25.19,79.38,7.17,208.06,Jute
75.9,43.6,40.9,23.39,74.41,6.71,222.0,Jute
100.4,55.0,33.4,27.85,83.08,7.02,183.08,Jute
86.1,43.6,40.8,22.01,82.57,6.99,187.47,Jute
102.8,41.1,46.9,24.23,76.9,6.92,121.47,Jute
73.0,65.2,38.6,23.51,82.43,6.57,227.29,Jute
77.2,61.6,34.1,22.58,81.1,6.77,160.41,Jute
64.7,50.7,39.4,24.34,74.48,6.46,151.46,Jute
69.9,56.1,35.8,23.17,76.18,6.71,168.42,Jute
97.0,29.2,43.0,24.93,84.15,6.23,212.59,Jute
72.8,40.7,39.3,24.95,80.84,6.38,230.0,Jute
97.2,43.2,48.5,23.66,77.34,6.59,177.94,Jute
65.6,45.1,45.8,24.16,76.17,6.32,199.75,Jute
67.5,43.1,39.2,24.44,77.54,6.5,175.88,Jute
74.6,26.6,43.6,26.52,77.82,6.63,148.86,Jute
77.4,50.1,38.0,24.6,76.22,6.86,211.72,Jute
87.2,51.3,40.2,26.55,72.63,7.08,159.25,Jute
82.5,59.8,38.2,26.07,84.16,6.51,213.19,Jute
73.8,40.7,43.8,26.04,83.48,7.23,207.26,Jute
76.7,40.0,47.2,27.68,74.51,7.08,190.15,Jute
74.8,25.6,44.0,22.66,80.15,6.9,220.52,Jute
68.9,44.7,44.6,23.95,75.99,6.76,230.61,Jute
69.1,54.2,44.6,28.43,78.55,6.83,170.42,Jute
88.3,42.1,42.8,24.39,78.22,7.17,154.58,Jute
59.7,64.1,34.3,19.27,77.89,7.19,128.19,Jute
94.2,44.9,48.5,24.49,87.61,7.23,230.92,Jute
74.6,48.2,49.0,25.17,77.84,6.72,163.81,Jute
70.3,36.1,38.8,19.67,76.37,6.92,203.18,Jute
85.4,49.3,38.1,27.57,76.55,7.24,156.27,Jute
92.9,31.2,43.1,23.47,83.78,6.45,213.26,Jute
89.2,52.5,42.8,25.56,72.99,6.57,157.3,Jute
83.0,52.8,39.0,24.45,76.55,6.71,145.01,Jute
88.9,57.9,33.7,22.32,85.39,7.06,169.59,Jute
60.8,38.8,41.5,22.76,80.58,7.07,161.51,Jute
72.8,48.3,42.8,23.03,80.37,6.61,189.71,Jute
68.9,51.5,43.6,27.07,88.13,6.1,173.52,Jute
90.2,50.5,41.7,24.6,80.59,6.8,190.49,Jute
74.2,40.1,38.6,23.86,76.77,6.33,167.52,Jute
86.5,27.9,45.0,23.03,78.47,6.1,158.17,Jute
83.4,49.8,40.3,27.29,75.06,6.19,160.21,Jute
69.4,45.8,37.7,27.83,84.62,6.83,225.92,Jute
72.1,42.5,39.1,27.27,81.9,7.24,180.43,Jute
90.9,53.1,31.3,25.88,84.1,6.72,125.21,Jute
70.2,46.6,39.1,25.48,84.45,6.78,161.79,Jute
79.2,36.4,43.4,22.47,77.94,7.17,177.22,Jute
70.2,31.5,41.7,24.41,75.82,6.08,220.93,Jute
74.9,38.0,47.6,23.53,79.39,6.91,200.52,Jute
77.5,66.1,38.7,21.25,76.11,6.7,151.76,Jute
70.2,52.8,42.4,27.01,80.26,6.93,235.26,Jute
68.4,48.5,44.0,23.51,84.13,6.51,174.02,Jute
80.9,45.5,51.7,27.29,78.93,6.37,205.96,Jute
69.6,45.0,40.7,26.66,80.2,6.76,145.92,Jute
69.9,56.3,34.8,26.01,79.22,7.36,114.85,Jute
68.6,43.1,44.2,26.13,82.81,7.04,139.59,Jute
77.2,51.6,49.3,23.67,76.93,6.5,93.54,Jute
87.4,44.2,38.4,28.62,70.81,6.16,227.6,Jute
93.1,62.5,44.2,24.99,81.48,6.03,180.16,Jute
70.7,52.9,46.1,25.5,83.55,7.23,151.68,Jute
99.5,57.0,45.1,23.6,81.39,6.32,186.12,Jute
68.0,42.3,40.6,23.04,77.04,6.57,179.53,Jute
88.8,55.5,36.5,25.85,75.06,7.23,190.32,Jute
70.8,44.5,39.6,25.34,81.58,6.05,205.04,Jute
69.3,47.9,42.3,23.32,80.17,7.3,167.55,Jute
70.6,60.1,44.5,22.02,79.1,6.6,152.8,Jute
77.5,38.7,41.7,22.36,86.89,6.24,195.49,Jute
83.8,48.6,38.1,27.29,75.81,6.6,194.86,Jute
84.7,50.5,42.8,23.67,86.7,6.41,177.32,Jute
68.6,51.2,44.3,24.22,79.73,6.88,229.24,Jute
68.1,43.4,41.9,27.8,72.26,6.44,163.85,Jute
68.8,63.7,35.8,22.66,78.88,5.94,152.3,Jute
76.9,36.6,39.1,23.45,83.44,6.61,185.25,Jute
75.9,58.7,44.7,23.36,78.14,6.16,157.93,Jute
68.5,56.7,33.1,28.14,73.7,6.78,187.19,Jute
80.7,62.2,29.5,28.89,78.94,6.23,153.97,Jute
100.6,34.3,47.5,26.4,76.17,6.5,164.79,Jute
73.0,40.0,42.6,26.47,81.57,6.77,222.07,Jute
73.7,58.9,43.0,23.74,82.69,6.62,164.66,Jute
83.6,32.0,34.6,28.79,75.37,6.8,154.83,Jute
72.4,34.1,43.7,25.44,76.78,6.97,204.07,Jute
84.7,43.1,41.4,26.61,82.63,6.24,148.52,Jute
70.8,48.5,32.1,24.69,76.16,6.67,157.48,Jute
96.3,59.7,47.1,24.36,75.27,5.37,189.21,Jute
81.4,45.5,40.8,28.23,74.89,6.8,198.26,Jute
